Supplier_ID,Name,Country,VAT_Number,Email,Contract_Type,Creation_Date,Compliance_RGPD,Status
SUPP0930,Moore LLC,France,vQ85657240,ymartin@lee.com,Consulting,2022-01-12,Yes,Active
SUPP0697,Lam-Myers,Germany,Ce27017053,christian59@bell.com,Production,2019-03-14,Yes,Active
SUPP0548,Lopez and Sons,India,Dd66835579,cwaters@gmail.com,Distribution,2020-09-26,Yes,Active
SUPP0519,Ashley LLC,Italy,CV63821433,hfarmer@hensley-bartlett.com,Design,2025-04-10,Yes,Active
SUPP0507,Christensen Inc,France,Ap22728609,joshua91@jackson.com,Production,2018-03-31,Yes,Active
SUPP0114,Burton Inc,Born,gO91863975,ashleysanchez@campbell-cole.com,Design,2019-09-07,Yes,Active
SUPP0225,Harrison Group,United States,QB75552478,laurabrown@yahoo.com,Consulting,2021-02-07,Yes,Active
SUPP0632,Chang and Sons,Italy,wE54248568,wgarcia@mason-smith.biz,Design,2019-07-27,Yes,Inactive
SUPP0467,Lewis Inc,United States,pf45066955,barnespriscilla@sims.org,Logistics,2020-07-12,Yes,Inactive
SUPP0264,"Wright, Thomas and Dixon",India,xV72404182,marshallgary@larson.com,Distribution,2019-02-01,No,Active
SUPP0794,Fitzgerald-Wright,United Kingdom,ti64861732,handerson@krause.net,Design,2023-01-30,Yes,Active
SUPP0480,"Snyder, Gomez and Hamilton",United Kingdom,zi12811698,garciatina@cooper-martinez.com,Distribution,2017-02-15,Yes,Active
SUPP0086,Randall Ltd,Germany,,saundersvincent@hotmail.com,Distribution,2024-04-17,Yes,Active
SUPP0248,Roberts Group,Japan,,cmiller@weeks-garcia.net,Design,2018-07-25,Yes,Active
SUPP0055,Nixon-Jones,Japan,Fn04660974,invalid_email@,Production,2020-11-15,Yes,Active
SUPP0361,"Rogers, Archer and Foster",France,Mj96144928,vincentrice@hotmail.com,Logistics,2020-01-12,Yes,Inactive
SUPP0354,White-Gutierrez,Current,Qe57255992,robert19@erickson.com,Consulting,2022-04-17,Yes,Active
SUPP0521,"Myers, Wong and Diaz",United States,Zk12536333,seanbarber@farrell.com,Logistics,2019-06-03,Yes,Active
SUPP0300,"Ruiz, Garcia and Moody",Spain,DZ49404666,kjackson@brown-cook.com,Production,2016-12-20,Yes,Inactive
SUPP0112,Scott-Tran,Germany,IT70879451,mark01@griffin.com,Consulting,2019-05-29,Yes,Inactive
SUPP0970,Becker Ltd,Brazil,SY78551277,lori36@hotmail.com,Design,2022-08-11,Yes,Active
SUPP0455,"Taylor, Sharp and Phillips",Switzerland,dj59817995,kyle26@hotmail.com,Logistics,2019-07-31,Yes,Inactive
SUPP0486,Smith-Lee,France,pe94388259,pamela98@hogan-solomon.com,Logistics,2019-04-08,Yes,Inactive
SUPP0529,"Stephenson, Clark and Collins",Germany,vs02289390,burnskatrina@montgomery.com,Distribution,2019-03-31,No,Active
SUPP0471,"Ortega, Greene and Santiago",Germany,Wr96135454,michaelparker@hotmail.com,Production,2023-06-29,Yes,Inactive
SUPP0150,"Brown, Boyer and Brooks",China,PF47259599,invalid_email@,Consulting,2022-08-07,Yes,Inactive
SUPP0430,Owens Inc,Spain,Wm83482449,ugraves@jones-reid.com,Consulting,2023-05-25,Yes,Inactive
SUPP0058,"Mitchell, Jimenez and Reeves",Brazil,PG11782199,kim13@yahoo.com,Logistics,2017-07-30,Yes,Inactive
SUPP0147,Williams-Bennett,India,hp50762060,invalid_email@,Logistics,2016-12-16,Yes,Inactive
SUPP0468,"Foster, Foster and Jones",United States,Tx58930103,lisa97@hotmail.com,Design,2018-03-27,No,Active
SUPP0171,Moore PLC,Brazil,yk64551512,turnerlauren@hoover.net,Logistics,2023-04-07,No,Active
SUPP0528,Evans PLC,Spain,Mv04579175,ctorres@yahoo.com,Logistics,2020-05-22,Yes,Inactive
SUPP0904,Dean Ltd,Page,bl54683196,porterchase@yahoo.com,Design,2018-05-14,Yes,Inactive
SUPP0250,Hardy-Lopez,Italy,fB18296023,ashleyricky@yahoo.com,Production,2019-01-28,Yes,Active
SUPP0714,"Hall, Sanders and Yoder",India,et62444625,gary82@hotmail.com,Logistics,2021-08-17,Yes,Inactive
SUPP0834,Thompson and Sons,Switzerland,,mjones@coffey.com,Distribution,2024-02-22,Yes,Active
SUPP0808,"Alvarez, Beasley and Thompson",UAE,uF34024663,hernandezjeffrey@butler.com,Consulting,2025-04-16,Yes,Inactive
SUPP0537,"Coleman, Holmes and Mckay",France,KN42852110,jsmith@pearson.com,Distribution,2018-12-12,Yes,Inactive
SUPP0363,Odom PLC,Germany,tD04989053,zbrewer@roberts.org,Production,2023-10-30,Yes,Active
SUPP0894,Dominguez Ltd,France,JO47918828,michaelscott@long-duran.biz,Design,2023-11-26,Yes,Active
SUPP0616,Rodriguez and Sons,Italy,LW44667819,anthonyshaffer@barber.com,Design,2020-06-10,No,Inactive
SUPP0251,"White, Dean and Patton",United Kingdom,Ah26634659,kimdelgado@yahoo.com,Distribution,2021-12-08,Yes,Active
SUPP0418,Nichols-Lawrence,India,,jenniferdalton@gmail.com,Distribution,2023-05-18,Yes,Active
SUPP0939,"Erickson, Burgess and Prince",United Kingdom,yu03052270,arnolddonald@russell.info,Production,2024-09-01,Yes,Inactive
SUPP0120,Hernandez Inc,Brazil,cM81197030,oharper@powers-johnson.org,Logistics,2024-08-27,Yes,Active
SUPP0274,Leon LLC,Spain,bC39376365,jonesdavid@williams.com,Distribution,2024-04-11,Yes,Active
SUPP0764,"Davis, Stuart and King",Switzerland,EF47760913,felicia42@moore.org,Design,2020-08-21,No,Active
SUPP0437,"Gibson, King and Burton",Spain,hO68100310,invalid_email@,Distribution,2020-08-12,Yes,Active
SUPP0554,"Garcia, Fox and Gomez",Germany,ma63731147,sanchezpeggy@jacobson.info,Consulting,2016-04-01,Yes,Active
SUPP0667,Smith Inc,Italy,KL11004605,goodwinrandall@henderson-robertson.org,Production,2016-01-22,Yes,Active
SUPP0213,Young-King,Spain,nG11825231,clayton81@gmail.com,Production,2016-01-17,Yes,Inactive
SUPP0215,"Burns, Griffin and May",United States,rK56054081,karenfuentes@gmail.com,Consulting,2022-12-24,Yes,Active
SUPP0962,Ray LLC,UAE,Wy91759879,ubooker@gmail.com,Production,2022-03-18,Yes,Inactive
SUPP0261,Hensley Group,Japan,bR19672834,johnedwards@waters.com,Design,2025-05-08,Yes,Active
SUPP0893,Long-Carr,United Kingdom,ci00802856,brian46@hotmail.com,Design,2022-06-28,Yes,Inactive
SUPP0623,Blair PLC,China,IT37360930,caleb14@gmail.com,Distribution,2021-10-22,Yes,Active
SUPP0545,"Stevens, Sexton and Alexander",United Kingdom,zR36684780,stephenunderwood@roth.biz,Design,2018-09-08,Yes,Active
SUPP0775,"Durham, Knight and Stephens",Italy,BL16965223,joshua44@estrada.info,Distribution,2020-01-27,No,Inactive
SUPP0720,Wright and Sons,United Kingdom,kP82134066,halltimothy@hotmail.com,Logistics,2023-04-02,Yes,Active
SUPP0977,"Mitchell, Robinson and Holder",Spain,Nb74915667,ysanchez@werner.org,Distribution,2022-11-22,Yes,Active
SUPP0948,Cowan-Marshall,Japan,sn75594350,invalid_email@,Consulting,2019-04-25,Yes,Inactive
SUPP0518,Guzman LLC,France,,staylor@gmail.com,Production,2025-05-14,Yes,Inactive
SUPP0740,Chambers and Sons,France,Vv64555048,david44@yahoo.com,Consulting,2018-03-21,No,Inactive
SUPP0925,Rivas-Martinez,United States,bz58915489,luke37@sanders-herrera.com,Production,2016-05-24,Yes,Active
SUPP0876,Boone Inc,Switzerland,sW44115150,jeffrey87@gmail.com,Logistics,2018-01-24,Yes,Inactive
SUPP0552,"Johnson, Jimenez and Perez",United Kingdom,Ng03224559,laura84@gmail.com,Logistics,2016-08-26,Yes,Active
SUPP0668,"Barnett, Warner and Bauer",UAE,mE44501583,wzimmerman@hotmail.com,Logistics,2021-09-20,Yes,Inactive
SUPP0400,"Smith, Duncan and Cordova",Charge,kv37797339,lauraholmes@davis-drake.com,Logistics,2023-01-02,Yes,Inactive
SUPP0432,Mendez Ltd,United States,yK63293320,lisastephenson@yahoo.com,Logistics,2025-06-20,Yes,Active
SUPP0229,Johnson-Woodward,Brazil,mn96510690,morrisdeborah@yahoo.com,Production,2016-04-01,Yes,Active
SUPP0297,Camacho-Pruitt,United Kingdom,qT69295431,sarajohnson@yahoo.com,Distribution,2018-03-12,Yes,Active
SUPP0881,"Roth, Nguyen and Rodriguez",China,Gv61303223,sheachristopher@santiago-goodman.com,Consulting,2022-07-18,Yes,Active
SUPP0531,"Cole, Perez and Barrett",United States,Kq08346363,levysandy@yahoo.com,Production,2017-08-04,Yes,Inactive
SUPP0811,"Thompson, Glover and Davila",France,vv18189431,frenchelizabeth@gmail.com,Production,2024-01-13,Yes,Inactive
SUPP0172,Williams-Jacobs,United States,xq24200546,kcox@johnson.biz,Production,2016-02-17,No,Inactive
SUPP0378,Potter Inc,Spain,OB84978286,aaron80@hotmail.com,Production,2017-11-13,Yes,Inactive
SUPP0372,"Woods, Anderson and Murray",India,tz68273749,ulawson@taylor-anderson.biz,Consulting,2017-02-16,Yes,Inactive
SUPP0414,King Inc,India,nv91880008,garciagail@gmail.com,Design,2019-09-27,Yes,Active
SUPP0393,Love and Sons,Serve,xl12714147,laura05@english.biz,Production,2020-12-01,Yes,Inactive
SUPP0868,Clayton Group,United States,Cl60330207,reillyjoseph@yahoo.com,Distribution,2023-11-19,Yes,Inactive
SUPP0585,Holmes PLC,Switzerland,CS67532713,imartin@young-moore.info,Production,2016-11-25,Yes,Inactive
